dealerCode,dealerName,dealerAddress,dealerCity,dealerState,dealerZip,dealerRadius,latitude,longitude,Rating,LifeTimeReviews,Recommended
17071,SUPREME TOYOTA OF HAMMOND,1415 South Morrison Blvd.,HAMMOND,LA,70403,50,30.486148,-90.482697,4.4,27,NULL
42308,RED RIVER TOYOTA,1920 U.S. Highway 75 North,DENISON,TX,75020,19,33.774531,-96.58405,3,6,NULL
42309,TOYOTA OF MIDLAND,3915 West Wall,MIDLAND,TX,79703,38,31.976549,-102.11523,3.6,20,NULL
42310,REAGOR-DYKES TOYOTA,808 N IH 27,PLAINVIEW,TX,79072,75,34.188674,-101.749445,5,1,NULL
17072,TOYOTA OF BASTROP,2329 East Madison Avenue,BASTROP,LA,71220,20,32.775527,-91.881665,0,0,NULL
17073,HIXSON TOYOTA,11981 Lake Charles Highway,LEESVILLE,LA,71446,19,31.087558,-93.270953,3.3,52,NULL
23029,NABORS TOYOTA,621 DeSoto Avenue,CLARKSDALE,MS,38614,18,34.197241,-90.565408,0,0,NULL
23035,TOYOTA OF HATTIESBURG,1620 West Pine,HATTIESBURG,MS,39401,50,31.310009,-89.30946,3,29,NULL
23037,HERRIN-GEAR TOYOTA,6100 I-55 North,JACKSON,MS,39211,20,32.393413,-90.145227,4.7,50,NULL
23050,ESTABROOK TOYOTA,2203 Market Street,PASCAGOULA,MS,39567,18,30.358047,-88.548563,0,0,NULL
23052,ALLEN TOYOTA,11397 Helen Richards Dr.,GULFPORT,MS,39503,21,30.447255,-89.029242,4.2,195,NULL
23054,OXFORD TOYOTA,447 Highway 6 West,OXFORD,MS,38655,20,34.36037,-89.58487,3.9,4,NULL
23055,JOHN O'NEIL JOHNSON TOYOTA,2900 Highway 39 North,MERIDIAN,MS,39302,20,32.388077,-88.684638,1,5,NULL
23057,KIRK FORD-LINCOLN-MERCURY-TOYOTA,237 SW Frontage Rd.,GRENADA,MS,38901,19,33.757393,-89.860773,5,239,NULL
23061,CARL HOGAN TOYOTA,"(Overnight) 3907 Highway 45 North, 39701(US Mail) P. O Box 7460 - z-39705-0002",COLUMBUS,MS,39701,19,33.4838,-88.4463,1,3,NULL
23062,KIM'S TOYOTA,1030 Highway 15 North,LAUREL,MS,39440,17,31.701404,-89.147524,4.9,721,NULL
23063,GRAY DANIELS TOYOTA,104 Gray Daniels Blvd,BRANDON,MS,39042,19,32.281156,-90.033768,4.6,119,NULL
23068,TRACE CITY TOYOTA,(Overnight) 203 Devereaux Drive(US Mail) P. O. Box 1264 Z- 39121,NATCHEZ,MS,39120,20,31.5521,-91.3548,0,4,NULL
23069,CARLOCK TOYOTA OF TUPELO,882 Cross Creek Drive,SALTILLO,MS,38866,50,34.319181,-88.699122,2.3,15,NULL
23071,OAKES TOYOTA,1753 Highway 1 South,GREENVILLE,MS,38701,18,33.371313,-91.039948,0,0,NULL
23072,LEGACY TOYOTA,890 Brookway Blvd.,BROOKHAVEN,MS,39601,20,31.579328,-90.460779,4.9,534,NULL
23073,VICKSBURG TOYOTA,4105 East Clay Street,VICKSBURG,MS,39183,20,32.343948,-90.83569,0,0,NULL
23074,BULLOCK TOYOTA,(Overnight) 202 North Church Street(US mail) P. O. Box 789 ,LOUISVILLE,MS,39339,16,33.0939,-89.0283,0,0,NULL
3024,MAGNESS TOYOTA,1407 Highway 62-65-412 North,HARRISON,AR,72601,19,36.2397,-93.1028,0,1,NULL
3041,WEST-HORNOR TOYOTA,316 Perry Street,HELENA,AR,72342,40,34.529106,-90.586813,0,0,NULL
3049,RYBURN TOYOTA,156 Highway 425 South,MONTICELLO,AR,71655,50,33.627189,-91.802488,0,0,NULL
3050,J PAULEY TOYOTA,6200 South 36th Street,FT. SMITH,AR,72908,54,35.323205,-94.395953,4.9,24,NULL
3053,"PHIL WRIGHT TOYOTA, CO.",3300 East Main Street,RUSSELLVILLE,AR,72802,50,35.276547,-93.088212,0,0,NULL
3058,TROTTER TOYOTA,3010 Auto Drive,PINE BLUFF,AR,71601,39,34.204727,-91.968777,0,1,NULL
3060,ROSS FORD TOYOTA,1903 North Falls Blvd.,WYNNE,AR,72396,19,35.248777,-90.781366,4.4,7,NULL
3061,NORTH POINT TOYOTA,4336 Landers Road,NORTH LITTLE ROCK,AR,72117,15,34.796555,-92.218501,4.4,68,NULL
3065,ORR CADILLAC-TOYOTA,4709 Central Avenue,HOT SPRINGS,AR,71913,30,34.446112,-93.08971,0,0,NULL
3066,TOYOTA OF FAYETTEVILLE,1352 W. Showroom Drive,FAYETTEVILLE,AR,72704,20,36.108434,-94.177384,2.8,10,NULL
3067,CENTRAL TOYOTA,3305 Stadium Boulevard,JONESBORO,AR,72404,50,35.802437,-90.669404,0,1,NULL
3068,CALDWELL TOYOTA,1355 Exchange Avenue,CONWAY,AR,72032,50,35.057719,-92.417237,4.7,145,NULL
3069,ORR TOYOTA,301 S. Poplar Street,SEARCY,AR,72143,40,35.243752,-91.693397,3.4,5,NULL
3070,LANDERS TOYOTA,10825 Colonel Glenn Road,LITTLE ROCK,AR,72204,9,34.712596,-92.398718,4.5,31,NULL
3071,TOYOTA OF NORTHWEST ARKANSAS,411 South Metro Parkway,ROGERS,AR,72758,10,36.331152,-94.187032,4.7,400,NULL
35011,DOENGES TOYOTA FORD-LINCOLN-MERCURY,1901 S.E. Washington Blvd.,BARTLESVILLE,OK,74006,30,36.722318,-95.935132,3,4,NULL
35025,FOWLER TOYOTA,4050 N. Interstate Drive,NORMAN,OK,73072,20,35.268886,-97.485953,3.5,153,NULL
35048,NORTHCUTT TOYOTA,3201 W. Owen K. Garriott Road (overnight)(US Mail)P. O. Box 1506 z - 73702),ENID,OK,73703,109,36.403,-97.918,4.8,4,NULL
35049,JIM NORTON TOYOTA,9809 South Memorial Drive,TULSA,OK,74133,20,36.021378,-95.886624,4.9,651,NULL
35052,JANZEN TOYOTA,4900 West 6th Street,STILLWATER,OK,74074,20,36.116093,-97.125202,0,0,NULL
35054,HUDIBURG TOYOTA,5800 Tinker Diagonal,MIDWEST CITY,OK,73110,120,35.442085,-97.419289,4.4,20,NULL
35055,BOB HOWARD TOYOTA,"(Overnight mail) 12929 North Kelly Avenue, z-73131(US mail) P. O. Box 14580, z-73113",OKLAHOMA CITY,OK,73131,50,35.5795,-97.4656,2.2,43,NULL
35061,TOYOTA OF MUSKOGEE,(Overnight) 2314 W. Shawnee(US Mail) P. O. Box 2849 Z-74402,MUSKOGEE,OK,74401,101,35.7469,-95.4014,4,7,NULL
35065,FRED FATHI,402 Holiday Drive,ARDMORE,OK,73401,49,34.181024,-97.166568,4.5,373,NULL
35066,PUTNAM TOYOTA,2600 East Broadway,ALTUS,OK,73521,19,34.637696,-99.301521,0,2,NULL
35069,MOMENTUM TOYOTA,8401 Northwest Expressway,OKLAHOMA CITY,OK,73162,19,35.570028,-97.665684,1.3,11,NULL
35070,JIM NORTON TOYOTA OF LAWTON,7110 N.W. Quanah Parker Trailway,LAWTON,OK,73505,19,34.630906,-98.480689,2,33,NULL
42025,TOYOTA OF LAREDO,(US Mail) P. O. Box 1418 Z780421418,LAREDO,TX,78041,8,27.50642,-99.508305,3.1,7,NULL
42026,ROBBINS TOYOTA,P.O. Box 6005,TEXARKANA,TX,75503,60,33.429144,-94.079349,3.8,14,NULL
42027,FRANK SMITH TOYOTA,1625 W. Expressway 83,PHARR,TX,78577,73,26.198465,-98.201827,3,48,NULL
42057,TOYOTA OF IRVING,1999 West Airport Freeway,IRVING,TX,75062,5,32.837356,-96.970093,2.1,22,NULL
42073,STERLING MCCALL TOYOTA,9400 Southwest Freeway,HOUSTON,TX,77074,20,29.678514,-95.539718,4.1,37,NULL
42087,DON MCGILL TOYOTA,11800 Katy Freeway,HOUSTON,TX,77079,20,29.785277,-95.595382,4.5,100,NULL
42095,FRED HAAS TOYOTA WORLD,20400 I-45 North,SPRING,TX,77373,50,30.0605,-95.3902,4.9,1515,NULL
42116,ALAMO TOYOTA,18019 US Hwy 281 North,SAN ANTONIO,TX,78217,15,29.5361,-98.424,2.2,30,NULL
42119,TEJAS TOYOTA,19011 Highway 59 North,HUMBLE,TX,77338,15,29.99602,-95.272142,4.6,43,NULL
42138,MIKE CALVERT TOYOTA,2333 South Loop West,HOUSTON,TX,77054,19,29.677511,-95.413168,1.2,4,NULL
42150,DICK POE TOYOTA,6330 Montana,EL PASO,TX,79925,34,31.788272,-106.406228,4.9,6,NULL
42161,STREET TOYOTA,4500 South Soncy,AMARILLO,TX,79119,50,35.160844,-101.938105,4.8,839,NULL
42182,KINSEL TOYOTA,3255 Eastex Freeway,BEAUMONT,TX,77706,19,30.108403,-94.138736,0,1,NULL
42186,CAVENDER TOYOTA,5730 N.W. Loop 410,SAN ANTONIO,TX,78238,20,29.481095,-98.603238,4.2,143,NULL
42189,CULBERSON-STOWERS TOYOTA,805 North Hobart,PAMPA,TX,79065,14,35.540771,-100.971934,0,0,NULL
42190,STAR TOYOTA,2112 Gulf Freeway,LEAGUE CITY,TX,77573,50,29.484718,-95.102629,4.3,163,NULL
42192,MITCHELL TOYOTA-KIA,1500 Knickerbocker Road,SAN ANGELO,TX,76904,18,31.434801,-100.450799,3.7,39,NULL
42196,DON RINGLER TOYOTA,7777 South General Bruce Drive,TEMPLE,TX,76502,19,31.0605,-97.435753,4.9,25,NULL
42201,RED MCCOMBS TOYOTA,8333 I¡10 West (Overnight) 2307 North I35,SAN ANTONIO,TX,78230,20,29.5422,-98.5564,3.8,125,NULL
42202,TOYOTA OF RICHARDSON,1221 North Central Expressway,RICHARDSON,TX,75080,50,32.963905,-96.724769,4.7,373,NULL
42206,TEGELER TOYOTA,1515 Highway 290 West,BRENHAM,TX,77833,50,30.150357,-96.412419,0,1,NULL
42208,METROPLEX TOYOTA,39660 LBJ Freeway (I-20) S.,DALLAS,TX,75237,50,32.6639,-96.874,4.9,680,NULL
42209,TOYOTA OF PARIS,3235 North East Loop 286,PARIS,TX,75460,50,33.67256,-95.516548,5,2,NULL
42215,STEWART TOYOTA,(Overnight) 3400 South Interstate 45 z-75110(US mail) P. O. Box 1130 z - 75151-1130,CORSICANA,TX,75110,20,32.0904,-96.487,4.9,2,NULL
42216,JEFF HUNTER TOYOTA,1440 W. Loop 340,WACO,TX,76712,50,31.501694,-97.172566,1.1,13,NULL
42219,HOY-FOX TOYOTA,11165 Gateway West,EL PASO,TX,79935,50,31.743232,-106.329528,5,6,NULL
42220,TOYOTA OF LONGVIEW,1400 West Loop 281,LONGVIEW,TX,75604,50,32.529457,-94.775965,3.4,4,NULL
42221,TOYOTA OF PLANO,1001 Preston Road,PLANO,TX,75093,10,33.014626,-96.795482,4.9,2230,NULL
42228,TOYOTA OF KILLEEN,4001 E. Central Expressway,KILLEEN,TX,76543,9,31.1129,-97.6908,1.8,5,NULL
42234,GULLO TOYOTA OF CONROE,500 I-45 South,CONROE,TX,77304,50,30.291644,-95.473662,4.8,192,NULL
42236,CHARLES MAUND TOYOTA,8400 Research Park,AUSTIN,TX,78758,5,30.358142,-97.716243,4.5,95,NULL
42237,CARDENAS TOYOTA BMW,210 North Loop 499,HARLINGEN,TX,78550,50,26.19568,-97.663007,4.5,10,NULL
42241,UNIVERSAL TOYOTA,12102 IH 35 North,SAN ANTONIO,TX,78233,20,29.550797,-98.358643,2.7,27,NULL
42243,BLACKWOOD TOYOTA,5902 North Navarro,VICTORIA,TX,77904,19,28.850214,-96.99766,1.4,14,NULL
42246,DON DAVIS TOYOTA,(US mail) P.O. Box 1587 z-76004(Overnight mail) 1661 Wet 'N Wild Way z-76011,ARLINGTON,TX,76011,5,32.7586,-97.0952,4.4,257,NULL
42247,JIM MCNATT TOYOTA,4100 South IH-35 East,DENTON,TX,76210,15,33.168819,-97.083874,4.1,71,NULL
42249,JOHN EAGLE SPORT CITY TOYOTA,12650 LBJ Freeway,DALLAS,TX,75228,25,32.8217,-96.6817,1.1,20,NULL
42250,GULF COAST TOYOTA,3000 North 288 Freeway,ANGLETON,TX,77515,9,29.1681,-95.4394,4.5,148,NULL
42253,FREEMAN TOYOTA,204 Northeast Loop 820,HURST,TX,76053,10,32.814756,-97.206602,3.3,19,NULL
42254,RAM COUNTRY TOYOTA,3617 Highway 90 West,DEL VIO,TX,78840,2,29.3828,-100.9073,4.3,14,NULL
42255,SILSBEE TOYOTA,1396 Highway 327 East,SILSBEE,TX,77656,20,30.33669,-94.158792,0,0,NULL
42259,LOVING TOYOTA,1807 S. Medford Dr.,LUFKIN,TX,75901,20,31.323724,-94.694848,2.6,11,NULL
42262,CHAMPION TOYOTA,4800 IH-35 South,AUSTIN,TX,78745,20,30.207091,-97.757759,4.7,101,NULL
42263,ATKINSON TOYOTA,728 N. Earl Rudder Freeway,BRYAN,TX,77802,20,30.667617,-96.332249,2.6,12,NULL
42264,GENE MESSER TOYOTA,6102 19th Street,LUBBOCK,TX,79407,50,33.577784,-101.949397,4.9,57,NULL
42266,DURANT TOYOTA,3131 Fort Worth Highway,WEATHERFORD,TX,76087,8,32.757047,-97.701124,4.9,188,NULL
42267,DEMONTROND TOYOTA,3300 I-45 North,TEXAS CITY,TX,77591,50,29.3921,-94.9972,4.7,43,NULL
42268,TEXAS TOYOTA OF GRAPEVINE,801 State Highway 114 East,GRAPEVINE,TX,76051,10,32.923156,-97.066281,3.9,204,NULL
42270,JOE MYERS TOYOTA,19010 Northwest Highway,HOUSTON,TX,77065,20,29.904369,-95.603609,4.2,97,NULL
42271,CHAMPION TOYOTA GULF FREEWAY,11711 Gulf Freeway,HOUSTON,TX,77034,20,29.628341,-95.22883,2.9,54,NULL
42272,SAN MARCOS TOYOTA,5101 IH¡35 South,SAN MARCOS,TX,78666,20,29.8793,-97.9522,3.3,12,NULL
42273,FORT BEND TOYOTA,20465 Southwest Freeway,RICHMOND,TX,77469,20,29.559895,-95.692169,3.6,282,NULL
42275,PHILPOTT TOYOTA,1400 U.S. Highway 69,NEDERLAND,TX,77627,60,29.966738,-94.018914,5,10,NULL
42276,TOYOTA OF FORT WORTH,9001 Camp Bowie West,FORT WORTH,TX,76116,50,32.724379,-97.474802,4.7,64,NULL
42278,TOYOTA OF DALLAS,2610 Forest Lane,DALLAS,TX,75234,20,32.908773,-96.889354,3.9,150,NULL
42282,FRED HAAS TOYOTA COUNTRY,22435 SH-249,HOUSTON,TX,77070,15,29.9762,-95.5734,4.2,283,NULL
42283,CHAMPION TOYOTA CORPUS CHRISTI,6672 South Padre Island Drive,CORPUS CHRISTI,TX,78412,9,27.6987,-97.351368,4.9,81,NULL
42284,DON MCGILL TOYOTA OF KATY,21555 Katy Freeway,KATY,TX,77450,25,29.784825,-95.74107,4.4,249,NULL
42285,MARSHALL TOYOTA,5015 East End Blvd. South,MARSHALL,TX,75672,40,32.498033,-94.357466,3.1,3,NULL
42286,VANDERGRIFF TOYOTA,1000 West I-20,ARLINGTON,TX,76017,10,32.677044,-97.122365,4.8,472,NULL
42288,RENE ISIP TOYOTA OF LEWISVILLE,1547 South Stemmons Freeway,LEWISVILLE,TX,75067,10,33.023454,-96.987617,4.6,251,NULL
42289,CECIL ATKISSION TOYOTA,2500 Interstate 10,ORANGE,TX,77632,14,30.121983,-93.759005,0,1,NULL
42290,LITHIA TOYOTA OF ODESSA,5050 John Ben Shepperd Parkway,ODESSA,TX,79762,19,31.900783,-102.336314,4.8,49,NULL
42291,COMMUNITY TOYOTA,4701 Interstate 10 East,BAYTOWN,TX,77521,9,29.8038,-94.989284,4.9,33,NULL
42292,LITHIA TOYOTA OF ABILENE,4449 Southwest Drive,ABILENE,TX,79606,15,32.408148,-99.78226,4.9,601,NULL
42294,ATKINSON TOYOTA MADISONVILLE,204 I-45 South,MADISONVILLE,TX,77864,19,30.9613,-95.9015,5,1,NULL
42295,PAT LOBB TOYOTA OF MCKINNEY,3350 S. Central Expressway,MCKINNEY,TX,75070,20,33.166662,-96.642662,4.7,415,NULL
42296,COWBOY TOYOTA,9525 East R.L. Thornton Freeway,DALLAS,TX,75228,25,32.800191,-96.678686,4.9,680,NULL
42297,MT. PLEASANT TOYOTA,102 Tankersley Road,MT. PLEASANT,TX,75455,19,33.179636,-94.933906,0,0,NULL
42298,ROUND ROCK TOYOTA,(US Mail) P. O. Box 1568 z786801568,ROUND ROCK,TX,78664,20,30.517475,-97.69052,3.3,112,NULL
42299,BRUNER TOYOTA,300 East Commerce Street,BROWNWOOD,TX,76801,50,31.730049,-98.976207,0,0,NULL
42301,RON CARTER TOYOTA,3507 F.M. 528,ALVIN,TX,77511,50,29.454336,-95.23419,4.4,216,NULL
42302,TOYOTA OF ROCKWALL,1250 East I-30,ROCKWALL,TX,75087,20,32.9393,-96.4493,4.9,53,NULL
42303,JERRY DURANT TOYOTA,5100 Highway 377 East,GRANBURY,TX,76049,20,32.477424,-97.705093,4.6,223,NULL
42304,MIKE SHAW TOYOTA,3232 US Highway 77,CORPUS CHRISTI,TX,78380,50,27.729728,-97.708271,4.8,95,NULL
42305,TOYOTA OF BOERNE,PO Box 2160,BOERNE,TX,78006,10,29.807592,-98.716916,4,33,NULL
42306,NORTH PARK TOYOTA OF SAN ANTONIO,10703 S. W. Loop 410,SAN ANTONIO,TX,78211,15,29.315976,-98.596429,4.7,132,NULL
17014,PRICE LEBLANC TOYOTA,13200 Airline Highway,BATON ROUGE,LA,70817,50,30.375761,-91.034177,5,38,NULL
17017,COURVELLE TOYOTA,4127 I-49 South Service Road,OPELOUSAS,LA,70570,20,30.477689,-92.078461,4.5,17,NULL
17023,YOKEM TOYOTA,1199 East Bert Kouns,SHREVEPORT,LA,71105,250,32.4567,-93.7132,4,17,NULL
17027,VAN-TROW TOYOTA,2015 Louisville Avenue,MONROE,LA,71201,19,32.51937,-92.103835,3.4,3,NULL
17029,BUBBA OUSTALET TOYOTA,246 North Broadway,JENNINGS,LA,70546,19,30.222187,-92.657278,0,0,NULL
17041,MUSSON-PATOUT TOYOTA,"208 Highway 90 Frontage Road(US Mail) P O Box 12210 z-70562-2210""",NEW IBERIA,LA,70560,20,29.9919,-91.8471,1,2,NULL
17049,ALL STAR TOYOTA,5735 Coliseum Boulevard,ALEXANDRIA,LA,71303,19,31.295275,-92.505329,2,10,NULL
17050,LAKESIDE TOYOTA,3701 North Causeway Blvd.,METAIRIE,LA,70002,20,30.015526,-90.154523,4.8,225,NULL
17053,TOYOTA OF RUSTON,1001 North Service Road East,RUSTON,LA,71270,29,32.540713,-92.626194,0,1,NULL
17055,TEAM TOYOTA,1788 O'Neal Lane,BATON ROUGE,LA,70816,50,30.443294,-91.016695,3.9,322,NULL
17057,JOHN HARVEY TOYOTA,2901 Benton Road,BOSSIER CITY,LA,71111,50,32.563297,-93.728069,4.6,35,NULL
17058,TOYOTA OF NEW ORLEANS,13150 I-10 Service Road,NEW ORLEANS,LA,70128,50,30.055497,-89.940257,4.9,145,NULL
17060,LAKE CHARLES TOYOTA,3905 Gerstner Memorial Drive,LAKE CHARLES,LA,70607,50,30.188375,-93.180009,4.9,19,NULL
17061,TOYOTA OF SLIDELL,300 E. Howze Beach Road,SLIDELL,LA,70461,20,30.237059,-89.767811,4.7,25,NULL
17062,BOHN BROTHERS TOYOTA,3611 Lapalco Boulevard,HARVEY,LA,70058,50,29.871943,-90.081018,2,98,NULL
17065,HAMPTON TOYOTA,6191 Johnston Street,LAFAYETTE,LA,70503,50,30.164397,-92.083657,4.8,180,NULL
17066,NORTHSHORE TOYOTA,68500 Highway 190 Service Road,COVINGTON,LA,70433,50,30.428332,-90.079662,3.7,15,NULL
17067,RAY BRANDT TOYOTA,2460 Veterans Memorial Blvd.,KENNER,LA,70062,10,30.006348,-90.234955,4.1,49,NULL
17068,ALL STAR TOYOTA OF BATON ROUGE,9150 Airline Highway,BATON ROUGE,LA,70815,20,30.442078,-91.088245,2,10,NULL
17069,COURTESY TOYOTA,1105 Brashear Avenue,MORGAN CITY,LA,70380,19,29.702975,-91.198941,4.2,342,NULL
17070,GREG LEBLANC TOYOTA,220 South Hollywood Road,HOUMA,LA,70360,19,29.602994,-90.75288,4.4,12,NULL
AL001,SERRA HYUNDAI,1170 CENTERPOINT PARKWAY,BIRMINGHAM,AL,35215,60,33.614491,-86.686241,3.4,19,90
AL008,HYUNDAI OF DOTHAN,2309 ROSS CLARK CIRCLE,DOTHAN,AL,36301,30,31.194623,-85.410176,5,30,100
al009,TUSCALOOSA HYUNDAI,2502 SKYLAND BLVD. E,TUSCALOOSA,AL,35405,23,33.169399,-87.504729,4.9,26,97
al014,JIM BURKE HYUNDAI,1424 5TH AVENUE N.,BIRMINGHAM,AL,35203,20,33.514584,-86.815567,4.7,54,96
al015,CAPITOL HYUNDAI,2820 EASTERN BLVD.,MONTGOMERY,AL,36116,50,32.342932,-86.225138,4.6,57,90
AL020,BENTLEY HYUNDAI,3805 UNIVERSITY DRIVE,HUNTSVILLE,AL,35816,50,34.735055,-86.621665,4.9,31,100
AL021,SUPERIOR HYUNDAI,PO Box 99,ANNISTON,AL,36201,19,33.658448,-85.826443,4.9,53,94
AL022,HYUNDAI OF GADSDEN,626 W. GRAND AVE.,RAINBOW CITY,AL,35906,18,33.971121,-86.051932,4.8,20,99
AL025,MITCHELL HYUNDAI,1101 RUCKER BLVD.,ENTERPRISE,AL,36330,49,31.326261,-85.821412,4.9,16,100
AL027,EASTERN SHORE HYUNDAI,29732 Frederick Boulevard,DAPHNE,AL,36526,50,30.660108,-87.85665,4.7,41,95
AL028,HYUNDAI OF AUBURN,645 OPELIKA ROAD,AUBURN,AL,36830,23,32.61545,-85.467173,4.9,68,99
AL029,PALMER S AIRPORT HYUNDAI,7680 AIRPORT BLVD,MOBILE,AL,36608,15,30.684932,-88.221158,4.7,41,97
al030,TAMERON HYUNDAI,1595 MONTGOMERY HIGHWAY,HOOVER,AL,35216,25,33.403301,-86.806077,4.9,270,99
AL031,UNIVERSITY HYUNDAI OF DECATUR,1211 Beltline Road,DECATUR,AL,35603,49,34.563218,-87.00914,5,12,98
al032,HYUNDAI OF JASPER,4011 Highway 78 East,JASPER,AL,35501,76,33.83807,-87.229295,4.9,12,100
AR014,CAVENAUGH HYUNDAI,2020 WILKINS AVENUE,JONESBORO,AR,72401,50,35.824841,-90.680017,4.6,10,97
AR024,HYUNDAI OF BENTONVILLE,3000 S.E. MOBERLY LANE,BENTONVILLE,AR,72712,24,36.339582,-94.183921,5,23,100
AR026,CAVENAUGH HYUNDAI,4216 CENTRAL AVENUE,HOT SPRINGS,AR,71913,50,34.452506,-93.070237,4.7,13,NULL
AR028,CRAIN HYUNDAI LITTLE ROCK,11701 COLONEL GLENN ROAD,LITTLE ROCK,AR,72210,24,34.712477,-92.404448,4.7,43,96
AR029,CRAIN HYUNDAI NORTH LITTLE ROC,5660 WARDEN ROAD,NORTH LITTLE ROCK,AR,72116,23,34.804535,-92.212118,4.8,22,96
ar031,SMART HYUNDAI,600 W 5th Avenue,PINE BLUFF,AR,71601,23,34.224907,-92.009294,4.8,5,100
AR032,VALLEY HYUNDAI,3115 EAST MAIN STREET,RUSSELLVILLE,AR,72802,24,35.27757,-93.092425,4.7,562,94
AR033,BREEDEN HYUNDAI LLC,3600 So. Zero Street,FORT SMITH,AR,72908,52,35.327439,-94.395605,4.9,43,100
az003,JIM CLICK HYUNDAI AUTO MALL,700 WEST AUTO MALL DRIVE,TUCSON,AZ,85705,50,32.289723,-110.984558,4.9,47,99
az018,JIM CLICK HYUNDAI EASTSIDE,6420 EAST 22ND STREET,TUCSON,AZ,85710,50,32.206412,-110.854959,4.8,54,99
az019,LARRY H MILLER HYUNDAI PEORIA,8633 W. BELL ROAD,PEORIA,AZ,85382,50,33.638036,-112.244785,4.8,374,96
az020,MARTIN SWANTY HYUNDAI,4180 STOCKTON HILL ROAD,KINGMAN,AZ,86401,48,35.244191,-114.038239,5,18,100
AZ021,HYUNDAI OF TEMPE,8050 S Autoplex Loop,TEMPE,AZ,85284,20,33.344434,-111.965652,4.4,375,95
az022,LAWLEY HYUNDAI,2900 E. Fry Blvd,SIERRA VISTA,AZ,85635,49,31.554629,-110.268094,3.3,5,0
az027,TIM'S HYUNDAI,"1006 COMMERCE DRIVE, STE D",PRESCOTT,AZ,86305,49,34.605213,-112.458248,4.9,14,100
az028,HORNE HYUNDAI,1360 E. AUTO CENTER DRIVE,APACHE JUNCTION,AZ,85219,50,33.384198,-111.530876,4.4,43,95
az031,JIM CLICK HYUNDAI OF GREEN VAL,1030 WEST DUVAL ROAD,GREEN VALLEY,AZ,85614,52,31.899931,-110.987758,5,14,100
az032,CHAPMAN HYUNDAI,999 W. BELL ROAD,PHOENIX,AZ,85023,30,33.640107,-112.085485,4.5,304,96
AZ033,NICK MAYER HYUNDAI,2223 W Camelback Road,PHOENIX,AZ,85015,49,33.509537,-112.107332,4.2,171,87
AZ034,HYUNDAI OF COTTONWOOD,PO Box 1839,COTTONWOOD,AZ,86326,48,34.722398,-112.009983,5,10,95
az035,SAN TAN HYUNDAI,3252 S Auto Way,GILBERT,AZ,85296,49,33.292553,-111.759128,4.9,129,98
AZ036,CHAPMAN SCOTTSDALE HYUNDAI,6601 E MCDOWELL ROAD,SCOTTSDALE,AZ,85257,50,33.465503,-111.937469,4.8,523,96
AZ037,DISCOVER HYUNDAI,7224 E. McDowell Road,SCOTTSDALE,AZ,85260,100,33.465833,-111.924818,4.9,404,99
az038,FISHER HYUNDAI,3365 S. Chevy Lane,YUMA,AZ,85365,35,32.66752,-114.613674,4.9,63,98
AZ039,AVONDALE HYUNDAI,10401 West Papago Freeway,AVONDALE,AZ,85323,47,33.460559,-112.287124,4.9,324,99
az042,EARNHARDT HYUNDAI,10401 West Papago Freeway,AVONDALE,AZ,85323,50,33.460559,-112.287124,4.9,982,99
AZ043,EARNHARDT HYUNDAI NORTH SCOTTS,15350 NORTH HAYDEN ROAD,SCOTTSDALE,AZ,85260,20,33.625318,-111.899944,4.9,982,99
AZ044,OXENDALE HYUNDAI,1160 W. ROUTE 66,FLAGSTAFF,AZ,86001,75,35.188985,-111.666522,4.9,8,93
CA003,CORMIER HYUNDAI,2201 East 223rd Street,LONG BEACH,CA,90810,10,33.824265,-118.234046,1.2,22,0
CA011,DREW HYUNDAI,8850 GROSSMONT BLVD.,LA MESA,CA,91942,12,32.774092,-117.006477,4.8,31,99
CA020,FRANK HYUNDAI,3150 NATIONAL CITY BLVD.,NATIONAL CITY,CA,91950,25,32.65564,-117.099146,4.8,65,96
CA033,MANLY GMC BUICK HYUNDAI,2755 Colby Avenue,SANTA ROSA,CA,95407,50,38.412183,-122.716453,4.9,248,99
CA102,NORTHWOOD HYUNDAI,233 7TH STREET,EUREKA,CA,95501,50,40.799871,-124.168642,0,0,100
ca106,RALLY HYUNDAI,38958 CARRIAGE WAY,PALMDALE,CA,93551,50,34.58921,-118.135975,2.9,9,94
CA115,TEAM HYUNDAI,301 AUTO MALL PARKWAY,VALLEJO,CA,94591,30,38.137129,-122.209537,4.8,463,96
CA121,ROMERO HYUNDAI,1307 KETTERING LOOP,ONTARIO,CA,91761,15,34.048373,-117.546992,4.8,152,98
CA129,CHICO HYUNDAI,575 MANZANITA AVE.,CHICO,CA,95926,60,39.756689,-121.843402,4.8,4,100
ca134,GOSCH HYUNDAI,100 CARRIAGE CIRCLE,HEMET,CA,92545,25,33.741691,-117.031364,4.6,67,94
ca168,FAMILY HYUNDAI,5300 WIBLE ROAD,BAKERSFIELD,CA,93313,50,35.307802,-119.038871,4.7,262,96
CA172,LITHIA HYUNDAI OF FRESNO,5590 N. BLACKSTONE,FRESNO,CA,93710,75,36.818095,-119.790285,4.7,102,98
CA173,SELMA HYUNDAI,3150 Highland Avenue,SELMA,CA,93662,50,36.577421,-119.628548,5,7,100
ca181,SOUTH COUNTY NISSAN HYUNDAI,400 STUTZ WAY,GILROY,CA,77074,20,36.997491,-121.557858,4.9,598,93
